profileID;respID;qID;altID;obsID;price;origin_Brazil Central Plateau;origin_Colombia Cauca;processing_Natural;processing_Washed;Specialty_Coffee_SCA Score: 80;Specialty_Coffee_SCA Score: 90;no_choice
2;77;9;3;1225;30;1;0;1;0;1;0;0
0;77;9;4;1225;0;0;0;0;0;0;0;1
9;77;10;1;1226;11;1;0;1;0;0;1;0
6;77;10;2;1226;30;1;0;0;1;1;0;0
12;77;10;3;1226;30;0;1;1;0;0;1;0
0;77;10;4;1226;0;0;0;0;0;0;0;1
10;77;11;1;1227;30;1;0;1;0;0;1;0
14;77;11;2;1227;30;1;0;0;1;0;1;0
6;77;11;3;1227;30;1;0;0;1;1;0;0
0;77;11;4;1227;0;0;0;0;0;0;0;1
15;77;12;1;1228;11;0;1;0;1;0;1;0
5;77;12;2;1228;11;1;0;0;1;1;0;0
11;77;12;3;1228;11;0;1;1;0;0;1;0
0;77;12;4;1228;0;0;0;0;0;0;0;1
14;77;13;1;1229;30;1;0;0;1;0;1;0
13;77;13;2;1229;11;1;0;0;1;0;1;0
3;77;13;3;1229;11;0;1;1;0;1;0;0
0;77;13;4;1229;0;0;0;0;0;0;0;1
3;77;14;1;1230;11;0;1;1;0;1;0;0
8;77;14;2;1230;30;0;1;0;1;1;0;0
1;77;14;3;1230;11;1;0;1;0;1;0;0
0;77;14;4;1230;0;0;0;0;0;0;0;1
1;77;15;1;1231;11;1;0;1;0;1;0;0
15;77;15;2;1231;11;0;1;0;1;0;1;0
4;77;15;3;1231;30;0;1;1;0;1;0;0
0;77;15;4;1231;0;0;0;0;0;0;0;1
5;77;16;1;1232;11;1;0;0;1;1;0;0
11;77;16;2;1232;11;0;1;1;0;0;1;0
13;77;16;3;1232;11;1;0;0;1;0;1;0
0;77;16;4;1232;0;0;0;0;0;0;0;1
12;78;1;1;1233;30;0;1;1;0;0;1;0
9;78;1;2;1233;11;1;0;1;0;0;1;0
16;78;1;3;1233;30;0;1;0;1;0;1;0
0;78;1;4;1233;0;0;0;0;0;0;0;1
2;78;2;1;1234;30;1;0;1;0;1;0;0
1;78;2;2;1234;11;1;0;1;0;1;0;0
15;78;2;3;1234;11;0;1;0;1;0;1;0
0;78;2;4;1234;0;0;0;0;0;0;0;1
13;78;3;1;1235;11;1;0;0;1;0;1;0
10;78;3;2;1235;30;1;0;1;0;0;1;0
7;78;3;3;1235;11;0;1;0;1;1;0;0
0;78;3;4;1235;0;0;0;0;0;0;0;1
8;78;4;1;1236;30;0;1;0;1;1;0;0
4;78;4;2;1236;30;0;1;1;0;1;0;0
10;78;4;3;1236;30;1;0;1;0;0;1;0
0;78;4;4;1236;0;0;0;0;0;0;0;1
11;78;5;1;1237;11;0;1;1;0;0;1;0
12;78;5;2;1237;30;0;1;1;0;0;1;0
5;78;5;3;1237;11;1;0;0;1;1;0;0
0;78;5;4;1237;0;0;0;0;0;0;0;1
7;78;6;1;1238;11;0;1;0;1;1;0;0
16;78;6;2;1238;30;0;1;0;1;0;1;0
8;78;6;3;1238;30;0;1;0;1;1;0;0
0;78;6;4;1238;0;0;0;0;0;0;0;1
4;78;7;1;1239;30;0;1;1;0;1;0;0
3;78;7;2;1239;11;0;1;1;0;1;0;0
14;78;7;3;1239;30;1;0;0;1;0;1;0
0;78;7;4;1239;0;0;0;0;0;0;0;1
16;78;8;1;1240;30;0;1;0;1;0;1;0
2;78;8;2;1240;30;1;0;1;0;1;0;0
9;78;8;3;1240;11;1;0;1;0;0;1;0
0;78;8;4;1240;0;0;0;0;0;0;0;1
6;78;9;1;1241;30;1;0;0;1;1;0;0
7;78;9;2;1241;11;0;1;0;1;1;0;0
2;78;9;3;1241;30;1;0;1;0;1;0;0
0;78;9;4;1241;0;0;0;0;0;0;0;1
9;78;10;1;1242;11;1;0;1;0;0;1;0
6;78;10;2;1242;30;1;0;0;1;1;0;0
12;78;10;3;1242;30;0;1;1;0;0;1;0
0;78;10;4;1242;0;0;0;0;0;0;0;1
10;78;11;1;1243;30;1;0;1;0;0;1;0
14;78;11;2;1243;30;1;0;0;1;0;1;0
6;78;11;3;1243;30;1;0;0;1;1;0;0
0;78;11;4;1243;0;0;0;0;0;0;0;1
15;78;12;1;1244;11;0;1;0;1;0;1;0
5;78;12;2;1244;11;1;0;0;1;1;0;0
11;78;12;3;1244;11;0;1;1;0;0;1;0
0;78;12;4;1244;0;0;0;0;0;0;0;1
14;78;13;1;1245;30;1;0;0;1;0;1;0
13;78;13;2;1245;11;1;0;0;1;0;1;0
3;78;13;3;1245;11;0;1;1;0;1;0;0
0;78;13;4;1245;0;0;0;0;0;0;0;1
3;78;14;1;1246;11;0;1;1;0;1;0;0
8;78;14;2;1246;30;0;1;0;1;1;0;0
1;78;14;3;1246;11;1;0;1;0;1;0;0
0;78;14;4;1246;0;0;0;0;0;0;0;1
1;78;15;1;1247;11;1;0;1;0;1;0;0
15;78;15;2;1247;11;0;1;0;1;0;1;0
4;78;15;3;1247;30;0;1;1;0;1;0;0
0;78;15;4;1247;0;0;0;0;0;0;0;1
5;78;16;1;1248;11;1;0;0;1;1;0;0
11;78;16;2;1248;11;0;1;1;0;0;1;0
13;78;16;3;1248;11;1;0;0;1;0;1;0
0;78;16;4;1248;0;0;0;0;0;0;0;1
12;79;1;1;1249;30;0;1;1;0;0;1;0
9;79;1;2;1249;11;1;0;1;0;0;1;0
16;79;1;3;1249;30;0;1;0;1;0;1;0
0;79;1;4;1249;0;0;0;0;0;0;0;1
2;79;2;1;1250;30;1;0;1;0;1;0;0
1;79;2;2;1250;11;1;0;1;0;1;0;0
15;79;2;3;1250;11;0;1;0;1;0;1;0
0;79;2;4;1250;0;0;0;0;0;0;0;1
13;79;3;1;1251;11;1;0;0;1;0;1;0
10;79;3;2;1251;30;1;0;1;0;0;1;0
7;79;3;3;1251;11;0;1;0;1;1;0;0
0;79;3;4;1251;0;0;0;0;0;0;0;1
8;79;4;1;1252;30;0;1;0;1;1;0;0
4;79;4;2;1252;30;0;1;1;0;1;0;0
10;79;4;3;1252;30;1;0;1;0;0;1;0
0;79;4;4;1252;0;0;0;0;0;0;0;1
11;79;5;1;1253;11;0;1;1;0;0;1;0
12;79;5;2;1253;30;0;1;1;0;0;1;0
5;79;5;3;1253;11;1;0;0;1;1;0;0
0;79;5;4;1253;0;0;0;0;0;0;0;1
7;79;6;1;1254;11;0;1;0;1;1;0;0
16;79;6;2;1254;30;0;1;0;1;0;1;0
8;79;6;3;1254;30;0;1;0;1;1;0;0
0;79;6;4;1254;0;0;0;0;0;0;0;1
4;79;7;1;1255;30;0;1;1;0;1;0;0
3;79;7;2;1255;11;0;1;1;0;1;0;0
14;79;7;3;1255;30;1;0;0;1;0;1;0
0;79;7;4;1255;0;0;0;0;0;0;0;1
16;79;8;1;1256;30;0;1;0;1;0;1;0
2;79;8;2;1256;30;1;0;1;0;1;0;0
9;79;8;3;1256;11;1;0;1;0;0;1;0
0;79;8;4;1256;0;0;0;0;0;0;0;1
6;79;9;1;1257;30;1;0;0;1;1;0;0
7;79;9;2;1257;11;0;1;0;1;1;0;0
2;79;9;3;1257;30;1;0;1;0;1;0;0
0;79;9;4;1257;0;0;0;0;0;0;0;1
9;79;10;1;1258;11;1;0;1;0;0;1;0
6;79;10;2;1258;30;1;0;0;1;1;0;0
12;79;10;3;1258;30;0;1;1;0;0;1;0
0;79;10;4;1258;0;0;0;0;0;0;0;1
10;79;11;1;1259;30;1;0;1;0;0;1;0
14;79;11;2;1259;30;1;0;0;1;0;1;0
6;79;11;3;1259;30;1;0;0;1;1;0;0
0;79;11;4;1259;0;0;0;0;0;0;0;1
15;79;12;1;1260;11;0;1;0;1;0;1;0
5;79;12;2;1260;11;1;0;0;1;1;0;0
11;79;12;3;1260;11;0;1;1;0;0;1;0
0;79;12;4;1260;0;0;0;0;0;0;0;1
14;79;13;1;1261;30;1;0;0;1;0;1;0
13;79;13;2;1261;11;1;0;0;1;0;1;0
3;79;13;3;1261;11;0;1;1;0;1;0;0
0;79;13;4;1261;0;0;0;0;0;0;0;1
3;79;14;1;1262;11;0;1;1;0;1;0;0
8;79;14;2;1262;30;0;1;0;1;1;0;0
1;79;14;3;1262;11;1;0;1;0;1;0;0
0;79;14;4;1262;0;0;0;0;0;0;0;1
1;79;15;1;1263;11;1;0;1;0;1;0;0
15;79;15;2;1263;11;0;1;0;1;0;1;0
4;79;15;3;1263;30;0;1;1;0;1;0;0
0;79;15;4;1263;0;0;0;0;0;0;0;1
5;79;16;1;1264;11;1;0;0;1;1;0;0
11;79;16;2;1264;11;0;1;1;0;0;1;0
13;79;16;3;1264;11;1;0;0;1;0;1;0
0;79;16;4;1264;0;0;0;0;0;0;0;1
12;80;1;1;1265;30;0;1;1;0;0;1;0
9;80;1;2;1265;11;1;0;1;0;0;1;0
16;80;1;3;1265;30;0;1;0;1;0;1;0
0;80;1;4;1265;0;0;0;0;0;0;0;1
2;80;2;1;1266;30;1;0;1;0;1;0;0
1;80;2;2;1266;11;1;0;1;0;1;0;0
15;80;2;3;1266;11;0;1;0;1;0;1;0
0;80;2;4;1266;0;0;0;0;0;0;0;1
13;80;3;1;1267;11;1;0;0;1;0;1;0
10;80;3;2;1267;30;1;0;1;0;0;1;0
7;80;3;3;1267;11;0;1;0;1;1;0;0
0;80;3;4;1267;0;0;0;0;0;0;0;1
8;80;4;1;1268;30;0;1;0;1;1;0;0
4;80;4;2;1268;30;0;1;1;0;1;0;0
10;80;4;3;1268;30;1;0;1;0;0;1;0
0;80;4;4;1268;0;0;0;0;0;0;0;1
11;80;5;1;1269;11;0;1;1;0;0;1;0
12;80;5;2;1269;30;0;1;1;0;0;1;0
5;80;5;3;1269;11;1;0;0;1;1;0;0
0;80;5;4;1269;0;0;0;0;0;0;0;1
7;80;6;1;1270;11;0;1;0;1;1;0;0
16;80;6;2;1270;30;0;1;0;1;0;1;0
8;80;6;3;1270;30;0;1;0;1;1;0;0
0;80;6;4;1270;0;0;0;0;0;0;0;1
4;80;7;1;1271;30;0;1;1;0;1;0;0
3;80;7;2;1271;11;0;1;1;0;1;0;0
14;80;7;3;1271;30;1;0;0;1;0;1;0
0;80;7;4;1271;0;0;0;0;0;0;0;1
16;80;8;1;1272;30;0;1;0;1;0;1;0
2;80;8;2;1272;30;1;0;1;0;1;0;0
9;80;8;3;1272;11;1;0;1;0;0;1;0
0;80;8;4;1272;0;0;0;0;0;0;0;1
6;80;9;1;1273;30;1;0;0;1;1;0;0
7;80;9;2;1273;11;0;1;0;1;1;0;0
2;80;9;3;1273;30;1;0;1;0;1;0;0
0;80;9;4;1273;0;0;0;0;0;0;0;1
9;80;10;1;1274;11;1;0;1;0;0;1;0
6;80;10;2;1274;30;1;0;0;1;1;0;0
12;80;10;3;1274;30;0;1;1;0;0;1;0
0;80;10;4;1274;0;0;0;0;0;0;0;1
10;80;11;1;1275;30;1;0;1;0;0;1;0
14;80;11;2;1275;30;1;0;0;1;0;1;0
6;80;11;3;1275;30;1;0;0;1;1;0;0
0;80;11;4;1275;0;0;0;0;0;0;0;1
15;80;12;1;1276;11;0;1;0;1;0;1;0
5;80;12;2;1276;11;1;0;0;1;1;0;0
11;80;12;3;1276;11;0;1;1;0;0;1;0
0;80;12;4;1276;0;0;0;0;0;0;0;1
14;80;13;1;1277;30;1;0;0;1;0;1;0
13;80;13;2;1277;11;1;0;0;1;0;1;0
3;80;13;3;1277;11;0;1;1;0;1;0;0
0;80;13;4;1277;0;0;0;0;0;0;0;1
3;80;14;1;1278;11;0;1;1;0;1;0;0
8;80;14;2;1278;30;0;1;0;1;1;0;0
1;80;14;3;1278;11;1;0;1;0;1;0;0
0;80;14;4;1278;0;0;0;0;0;0;0;1
1;80;15;1;1279;11;1;0;1;0;1;0;0
15;80;15;2;1279;11;0;1;0;1;0;1;0
4;80;15;3;1279;30;0;1;1;0;1;0;0
0;80;15;4;1279;0;0;0;0;0;0;0;1
5;80;16;1;1280;11;1;0;0;1;1;0;0
11;80;16;2;1280;11;0;1;1;0;0;1;0
13;80;16;3;1280;11;1;0;0;1;0;1;0
0;80;16;4;1280;0;0;0;0;0;0;0;1
12;81;1;1;1281;30;0;1;1;0;0;1;0
9;81;1;2;1281;11;1;0;1;0;0;1;0
16;81;1;3;1281;30;0;1;0;1;0;1;0
0;81;1;4;1281;0;0;0;0;0;0;0;1
2;81;2;1;1282;30;1;0;1;0;1;0;0
1;81;2;2;1282;11;1;0;1;0;1;0;0
15;81;2;3;1282;11;0;1;0;1;0;1;0
0;81;2;4;1282;0;0;0;0;0;0;0;1
13;81;3;1;1283;11;1;0;0;1;0;1;0
10;81;3;2;1283;30;1;0;1;0;0;1;0
7;81;3;3;1283;11;0;1;0;1;1;0;0
0;81;3;4;1283;0;0;0;0;0;0;0;1
8;81;4;1;1284;30;0;1;0;1;1;0;0
4;81;4;2;1284;30;0;1;1;0;1;0;0
10;81;4;3;1284;30;1;0;1;0;0;1;0
0;81;4;4;1284;0;0;0;0;0;0;0;1
11;81;5;1;1285;11;0;1;1;0;0;1;0
12;81;5;2;1285;30;0;1;1;0;0;1;0
5;81;5;3;1285;11;1;0;0;1;1;0;0
0;81;5;4;1285;0;0;0;0;0;0;0;1
7;81;6;1;1286;11;0;1;0;1;1;0;0
16;81;6;2;1286;30;0;1;0;1;0;1;0
8;81;6;3;1286;30;0;1;0;1;1;0;0
0;81;6;4;1286;0;0;0;0;0;0;0;1
4;81;7;1;1287;30;0;1;1;0;1;0;0
3;81;7;2;1287;11;0;1;1;0;1;0;0
14;81;7;3;1287;30;1;0;0;1;0;1;0
0;81;7;4;1287;0;0;0;0;0;0;0;1
16;81;8;1;1288;30;0;1;0;1;0;1;0
2;81;8;2;1288;30;1;0;1;0;1;0;0
9;81;8;3;1288;11;1;0;1;0;0;1;0
0;81;8;4;1288;0;0;0;0;0;0;0;1
6;81;9;1;1289;30;1;0;0;1;1;0;0
7;81;9;2;1289;11;0;1;0;1;1;0;0
2;81;9;3;1289;30;1;0;1;0;1;0;0
0;81;9;4;1289;0;0;0;0;0;0;0;1
9;81;10;1;1290;11;1;0;1;0;0;1;0
6;81;10;2;1290;30;1;0;0;1;1;0;0
12;81;10;3;1290;30;0;1;1;0;0;1;0
0;81;10;4;1290;0;0;0;0;0;0;0;1
10;81;11;1;1291;30;1;0;1;0;0;1;0
14;81;11;2;1291;30;1;0;0;1;0;1;0
6;81;11;3;1291;30;1;0;0;1;1;0;0
0;81;11;4;1291;0;0;0;0;0;0;0;1
15;81;12;1;1292;11;0;1;0;1;0;1;0
5;81;12;2;1292;11;1;0;0;1;1;0;0
11;81;12;3;1292;11;0;1;1;0;0;1;0
0;81;12;4;1292;0;0;0;0;0;0;0;1
14;81;13;1;1293;30;1;0;0;1;0;1;0
13;81;13;2;1293;11;1;0;0;1;0;1;0
3;81;13;3;1293;11;0;1;1;0;1;0;0
0;81;13;4;1293;0;0;0;0;0;0;0;1
3;81;14;1;1294;11;0;1;1;0;1;0;0
8;81;14;2;1294;30;0;1;0;1;1;0;0
1;81;14;3;1294;11;1;0;1;0;1;0;0
0;81;14;4;1294;0;0;0;0;0;0;0;1
1;81;15;1;1295;11;1;0;1;0;1;0;0
15;81;15;2;1295;11;0;1;0;1;0;1;0
4;81;15;3;1295;30;0;1;1;0;1;0;0
0;81;15;4;1295;0;0;0;0;0;0;0;1
5;81;16;1;1296;11;1;0;0;1;1;0;0
11;81;16;2;1296;11;0;1;1;0;0;1;0
13;81;16;3;1296;11;1;0;0;1;0;1;0
0;81;16;4;1296;0;0;0;0;0;0;0;1
12;82;1;1;1297;30;0;1;1;0;0;1;0
9;82;1;2;1297;11;1;0;1;0;0;1;0
16;82;1;3;1297;30;0;1;0;1;0;1;0
0;82;1;4;1297;0;0;0;0;0;0;0;1
2;82;2;1;1298;30;1;0;1;0;1;0;0
1;82;2;2;1298;11;1;0;1;0;1;0;0
15;82;2;3;1298;11;0;1;0;1;0;1;0
0;82;2;4;1298;0;0;0;0;0;0;0;1
13;82;3;1;1299;11;1;0;0;1;0;1;0
10;82;3;2;1299;30;1;0;1;0;0;1;0
7;82;3;3;1299;11;0;1;0;1;1;0;0
0;82;3;4;1299;0;0;0;0;0;0;0;1
8;82;4;1;1300;30;0;1;0;1;1;0;0
4;82;4;2;1300;30;0;1;1;0;1;0;0
10;82;4;3;1300;30;1;0;1;0;0;1;0
0;82;4;4;1300;0;0;0;0;0;0;0;1
11;82;5;1;1301;11;0;1;1;0;0;1;0
12;82;5;2;1301;30;0;1;1;0;0;1;0
5;82;5;3;1301;11;1;0;0;1;1;0;0
0;82;5;4;1301;0;0;0;0;0;0;0;1
7;82;6;1;1302;11;0;1;0;1;1;0;0
16;82;6;2;1302;30;0;1;0;1;0;1;0
8;82;6;3;1302;30;0;1;0;1;1;0;0
0;82;6;4;1302;0;0;0;0;0;0;0;1
4;82;7;1;1303;30;0;1;1;0;1;0;0
3;82;7;2;1303;11;0;1;1;0;1;0;0
14;82;7;3;1303;30;1;0;0;1;0;1;0
0;82;7;4;1303;0;0;0;0;0;0;0;1
16;82;8;1;1304;30;0;1;0;1;0;1;0
2;82;8;2;1304;30;1;0;1;0;1;0;0
9;82;8;3;1304;11;1;0;1;0;0;1;0
0;82;8;4;1304;0;0;0;0;0;0;0;1
6;82;9;1;1305;30;1;0;0;1;1;0;0
7;82;9;2;1305;11;0;1;0;1;1;0;0
2;82;9;3;1305;30;1;0;1;0;1;0;0
0;82;9;4;1305;0;0;0;0;0;0;0;1
9;82;10;1;1306;11;1;0;1;0;0;1;0
6;82;10;2;1306;30;1;0;0;1;1;0;0
12;82;10;3;1306;30;0;1;1;0;0;1;0
0;82;10;4;1306;0;0;0;0;0;0;0;1
10;82;11;1;1307;30;1;0;1;0;0;1;0
14;82;11;2;1307;30;1;0;0;1;0;1;0
6;82;11;3;1307;30;1;0;0;1;1;0;0
0;82;11;4;1307;0;0;0;0;0;0;0;1
15;82;12;1;1308;11;0;1;0;1;0;1;0
5;82;12;2;1308;11;1;0;0;1;1;0;0
11;82;12;3;1308;11;0;1;1;0;0;1;0
0;82;12;4;1308;0;0;0;0;0;0;0;1
14;82;13;1;1309;30;1;0;0;1;0;1;0
13;82;13;2;1309;11;1;0;0;1;0;1;0
3;82;13;3;1309;11;0;1;1;0;1;0;0
0;82;13;4;1309;0;0;0;0;0;0;0;1
3;82;14;1;1310;11;0;1;1;0;1;0;0
8;82;14;2;1310;30;0;1;0;1;1;0;0
1;82;14;3;1310;11;1;0;1;0;1;0;0
0;82;14;4;1310;0;0;0;0;0;0;0;1
1;82;15;1;1311;11;1;0;1;0;1;0;0
15;82;15;2;1311;11;0;1;0;1;0;1;0
4;82;15;3;1311;30;0;1;1;0;1;0;0
0;82;15;4;1311;0;0;0;0;0;0;0;1
5;82;16;1;1312;11;1;0;0;1;1;0;0
11;82;16;2;1312;11;0;1;1;0;0;1;0
13;82;16;3;1312;11;1;0;0;1;0;1;0
0;82;16;4;1312;0;0;0;0;0;0;0;1
12;83;1;1;1313;30;0;1;1;0;0;1;0
9;83;1;2;1313;11;1;0;1;0;0;1;0
16;83;1;3;1313;30;0;1;0;1;0;1;0
0;83;1;4;1313;0;0;0;0;0;0;0;1
2;83;2;1;1314;30;1;0;1;0;1;0;0
1;83;2;2;1314;11;1;0;1;0;1;0;0
15;83;2;3;1314;11;0;1;0;1;0;1;0
0;83;2;4;1314;0;0;0;0;0;0;0;1
13;83;3;1;1315;11;1;0;0;1;0;1;0
10;83;3;2;1315;30;1;0;1;0;0;1;0
7;83;3;3;1315;11;0;1;0;1;1;0;0
0;83;3;4;1315;0;0;0;0;0;0;0;1
8;83;4;1;1316;30;0;1;0;1;1;0;0
4;83;4;2;1316;30;0;1;1;0;1;0;0
10;83;4;3;1316;30;1;0;1;0;0;1;0
0;83;4;4;1316;0;0;0;0;0;0;0;1
11;83;5;1;1317;11;0;1;1;0;0;1;0
12;83;5;2;1317;30;0;1;1;0;0;1;0
5;83;5;3;1317;11;1;0;0;1;1;0;0
0;83;5;4;1317;0;0;0;0;0;0;0;1
7;83;6;1;1318;11;0;1;0;1;1;0;0
16;83;6;2;1318;30;0;1;0;1;0;1;0
8;83;6;3;1318;30;0;1;0;1;1;0;0
0;83;6;4;1318;0;0;0;0;0;0;0;1
4;83;7;1;1319;30;0;1;1;0;1;0;0
3;83;7;2;1319;11;0;1;1;0;1;0;0
14;83;7;3;1319;30;1;0;0;1;0;1;0
0;83;7;4;1319;0;0;0;0;0;0;0;1
16;83;8;1;1320;30;0;1;0;1;0;1;0
2;83;8;2;1320;30;1;0;1;0;1;0;0
9;83;8;3;1320;11;1;0;1;0;0;1;0
0;83;8;4;1320;0;0;0;0;0;0;0;1
6;83;9;1;1321;30;1;0;0;1;1;0;0
7;83;9;2;1321;11;0;1;0;1;1;0;0
2;83;9;3;1321;30;1;0;1;0;1;0;0
0;83;9;4;1321;0;0;0;0;0;0;0;1
9;83;10;1;1322;11;1;0;1;0;0;1;0
6;83;10;2;1322;30;1;0;0;1;1;0;0
12;83;10;3;1322;30;0;1;1;0;0;1;0
0;83;10;4;1322;0;0;0;0;0;0;0;1
10;83;11;1;1323;30;1;0;1;0;0;1;0
14;83;11;2;1323;30;1;0;0;1;0;1;0
6;83;11;3;1323;30;1;0;0;1;1;0;0
0;83;11;4;1323;0;0;0;0;0;0;0;1
15;83;12;1;1324;11;0;1;0;1;0;1;0
5;83;12;2;1324;11;1;0;0;1;1;0;0
11;83;12;3;1324;11;0;1;1;0;0;1;0
0;83;12;4;1324;0;0;0;0;0;0;0;1
14;83;13;1;1325;30;1;0;0;1;0;1;0
13;83;13;2;1325;11;1;0;0;1;0;1;0
3;83;13;3;1325;11;0;1;1;0;1;0;0
0;83;13;4;1325;0;0;0;0;0;0;0;1
3;83;14;1;1326;11;0;1;1;0;1;0;0
8;83;14;2;1326;30;0;1;0;1;1;0;0
1;83;14;3;1326;11;1;0;1;0;1;0;0
0;83;14;4;1326;0;0;0;0;0;0;0;1
1;83;15;1;1327;11;1;0;1;0;1;0;0
15;83;15;2;1327;11;0;1;0;1;0;1;0
4;83;15;3;1327;30;0;1;1;0;1;0;0
0;83;15;4;1327;0;0;0;0;0;0;0;1
5;83;16;1;1328;11;1;0;0;1;1;0;0
11;83;16;2;1328;11;0;1;1;0;0;1;0
13;83;16;3;1328;11;1;0;0;1;0;1;0
0;83;16;4;1328;0;0;0;0;0;0;0;1
12;84;1;1;1329;30;0;1;1;0;0;1;0
9;84;1;2;1329;11;1;0;1;0;0;1;0
16;84;1;3;1329;30;0;1;0;1;0;1;0
0;84;1;4;1329;0;0;0;0;0;0;0;1
2;84;2;1;1330;30;1;0;1;0;1;0;0
1;84;2;2;1330;11;1;0;1;0;1;0;0
15;84;2;3;1330;11;0;1;0;1;0;1;0
0;84;2;4;1330;0;0;0;0;0;0;0;1
13;84;3;1;1331;11;1;0;0;1;0;1;0
10;84;3;2;1331;30;1;0;1;0;0;1;0
7;84;3;3;1331;11;0;1;0;1;1;0;0
0;84;3;4;1331;0;0;0;0;0;0;0;1
8;84;4;1;1332;30;0;1;0;1;1;0;0
4;84;4;2;1332;30;0;1;1;0;1;0;0
10;84;4;3;1332;30;1;0;1;0;0;1;0
0;84;4;4;1332;0;0;0;0;0;0;0;1
11;84;5;1;1333;11;0;1;1;0;0;1;0
12;84;5;2;1333;30;0;1;1;0;0;1;0
5;84;5;3;1333;11;1;0;0;1;1;0;0
0;84;5;4;1333;0;0;0;0;0;0;0;1
7;84;6;1;1334;11;0;1;0;1;1;0;0
16;84;6;2;1334;30;0;1;0;1;0;1;0
8;84;6;3;1334;30;0;1;0;1;1;0;0
0;84;6;4;1334;0;0;0;0;0;0;0;1
4;84;7;1;1335;30;0;1;1;0;1;0;0
3;84;7;2;1335;11;0;1;1;0;1;0;0
14;84;7;3;1335;30;1;0;0;1;0;1;0
0;84;7;4;1335;0;0;0;0;0;0;0;1
16;84;8;1;1336;30;0;1;0;1;0;1;0
2;84;8;2;1336;30;1;0;1;0;1;0;0
9;84;8;3;1336;11;1;0;1;0;0;1;0
0;84;8;4;1336;0;0;0;0;0;0;0;1
6;84;9;1;1337;30;1;0;0;1;1;0;0
7;84;9;2;1337;11;0;1;0;1;1;0;0
2;84;9;3;1337;30;1;0;1;0;1;0;0
0;84;9;4;1337;0;0;0;0;0;0;0;1
9;84;10;1;1338;11;1;0;1;0;0;1;0
6;84;10;2;1338;30;1;0;0;1;1;0;0
12;84;10;3;1338;30;0;1;1;0;0;1;0
0;84;10;4;1338;0;0;0;0;0;0;0;1
10;84;11;1;1339;30;1;0;1;0;0;1;0
14;84;11;2;1339;30;1;0;0;1;0;1;0
6;84;11;3;1339;30;1;0;0;1;1;0;0
0;84;11;4;1339;0;0;0;0;0;0;0;1
15;84;12;1;1340;11;0;1;0;1;0;1;0
5;84;12;2;1340;11;1;0;0;1;1;0;0
11;84;12;3;1340;11;0;1;1;0;0;1;0
0;84;12;4;1340;0;0;0;0;0;0;0;1
14;84;13;1;1341;30;1;0;0;1;0;1;0
13;84;13;2;1341;11;1;0;0;1;0;1;0
3;84;13;3;1341;11;0;1;1;0;1;0;0
0;84;13;4;1341;0;0;0;0;0;0;0;1
3;84;14;1;1342;11;0;1;1;0;1;0;0
8;84;14;2;1342;30;0;1;0;1;1;0;0
1;84;14;3;1342;11;1;0;1;0;1;0;0
0;84;14;4;1342;0;0;0;0;0;0;0;1
1;84;15;1;1343;11;1;0;1;0;1;0;0
15;84;15;2;1343;11;0;1;0;1;0;1;0
4;84;15;3;1343;30;0;1;1;0;1;0;0
0;84;15;4;1343;0;0;0;0;0;0;0;1
5;84;16;1;1344;11;1;0;0;1;1;0;0
11;84;16;2;1344;11;0;1;1;0;0;1;0
13;84;16;3;1344;11;1;0;0;1;0;1;0
0;84;16;4;1344;0;0;0;0;0;0;0;1
12;85;1;1;1345;30;0;1;1;0;0;1;0
9;85;1;2;1345;11;1;0;1;0;0;1;0
16;85;1;3;1345;30;0;1;0;1;0;1;0
0;85;1;4;1345;0;0;0;0;0;0;0;1
2;85;2;1;1346;30;1;0;1;0;1;0;0
1;85;2;2;1346;11;1;0;1;0;1;0;0
15;85;2;3;1346;11;0;1;0;1;0;1;0
0;85;2;4;1346;0;0;0;0;0;0;0;1
13;85;3;1;1347;11;1;0;0;1;0;1;0
10;85;3;2;1347;30;1;0;1;0;0;1;0
7;85;3;3;1347;11;0;1;0;1;1;0;0
0;85;3;4;1347;0;0;0;0;0;0;0;1
8;85;4;1;1348;30;0;1;0;1;1;0;0
4;85;4;2;1348;30;0;1;1;0;1;0;0
10;85;4;3;1348;30;1;0;1;0;0;1;0
0;85;4;4;1348;0;0;0;0;0;0;0;1
11;85;5;1;1349;11;0;1;1;0;0;1;0
12;85;5;2;1349;30;0;1;1;0;0;1;0
5;85;5;3;1349;11;1;0;0;1;1;0;0
0;85;5;4;1349;0;0;0;0;0;0;0;1
7;85;6;1;1350;11;0;1;0;1;1;0;0
16;85;6;2;1350;30;0;1;0;1;0;1;0
8;85;6;3;1350;30;0;1;0;1;1;0;0
0;85;6;4;1350;0;0;0;0;0;0;0;1
4;85;7;1;1351;30;0;1;1;0;1;0;0
3;85;7;2;1351;11;0;1;1;0;1;0;0
14;85;7;3;1351;30;1;0;0;1;0;1;0
0;85;7;4;1351;0;0;0;0;0;0;0;1
16;85;8;1;1352;30;0;1;0;1;0;1;0
2;85;8;2;1352;30;1;0;1;0;1;0;0
9;85;8;3;1352;11;1;0;1;0;0;1;0
0;85;8;4;1352;0;0;0;0;0;0;0;1
6;85;9;1;1353;30;1;0;0;1;1;0;0
7;85;9;2;1353;11;0;1;0;1;1;0;0
2;85;9;3;1353;30;1;0;1;0;1;0;0
0;85;9;4;1353;0;0;0;0;0;0;0;1
